id,name,addr:block,addr:city,addr:country,addr:district,addr:full,addr:hamlet,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,addr:unit,alt_name,amenity,barrier,beds,building,building:levels,check_date,comment,contact:email,contact:facebook,contact:instagram,contact:mobile,contact:nodal_officer_email,contact:nodal_officer_mobile,contact:phone,contact:twitter,description,designation,email,emergency,fax,fixme,full_name,healthcare,healthcare:speciality,heritage,heritage:operator,heritage:website,int_name,internet_access,landmark,landuse,mobile,name:bn,name:en,name:etymology:wikidata,name:hi,name:kn,name:ml,name:ta,name:ur,nohousenumber,note,official_name,official_name:etymology:wikidata,old_name,old_name:kn,opening_hours,operator,operator:short,operator:type,operator:wikidata,operator:wikipedia,phone,ref:nmma,research,short_name,source,start_date,toilets:wheelchair,type,ups_hospital,website,wheelchair,wikidata,wikimedia_commons,wikipedia,latitude,longitude
6945075435,V Care Hospital,,,,Bengaluru Urban,"No 29, 9Th Cross Adi Kabir Ashram Road,H.D Devegowda Road",,,,560037,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.015884,77.5973475
6945768862,Sreeniwasa Hospital,,,,Bengaluru Urban,"No. 12, Park Road, Bale Peth",,,,560053,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ಶ್ರೀನಿವಾಸ ದೇವಸ್ಥಾನ,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9732706,77.5725357
6947003707,Magadi Road Maternity Home,,,,Bengaluru Urban,"2nd Cross, Magadi Road",,,,560023,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9741253,77.561823
6947371813,Health Cottage Hospital,,,,Bengaluru Urban,"#289.1 Cross, Cambridge Layout, Halasuru, Near Sai Baba Temple",,,,560008,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9709143,77.6321116
6947499711,"Dr.Agarwal Eye Hospital, Frazer Town, Bangalore",,,,Bengaluru Urban,"No.33, Coles Road,Frazer Town",,,,560005,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9960196,77.6128413
6947504038,Republic Hospital,,,,Bengaluru Urban,"No. 5, Langford Gardens, Near Richmond Circle",,,,560025,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.964162,77.5982255
6947674447,Sri Ram Speciality Hospital,,,,Bengaluru Urban,"No.162, 4Th Main, Opposite Post Office, Viveknagar, 20Yds, Viveknagar Bus Stand",,,,560047,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9543777,77.6209764
6947682067,Institute Of Nephro Urology hospital,,,,Bengaluru Urban,Victoria Hospital Campus,,,,560002,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9619528,77.5728562
6947701126,Well Spring hospital,,,,Bengaluru Urban,Koramangala,,,,560095,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9425676,77.6224349
6947915400,Pd Hinduja Sindhi Hospital,,,,Bengaluru Urban,Sindhi Hospital Road Sampangiramnagar S R Nagar,,,,560027,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9646359,77.5926509
6948438892,Rotary Eye Hospital (A Unit Of Bangalore North Rotary Trust),,,,Bengaluru Urban,"10Th, A Main, 68Th Cross, 5Th Block, Rajajinagar Near Bhasyam Circle",,,,560010,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9817233,77.5549364
6948552667,Get Well Hospital,,,,Bengaluru Urban,"#20, 7Th Cross Rosegarden, Neelasandra",,,,560047,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9526616,77.61503
6950124308,"Venkateswara Hospital, Bengaluru Urban",,,,Bengaluru Urban,"506, Aswathankatte Road V V Puram",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ವೆಂಕಟೇಶ್ವರ ಆಸ್ಪತ್ರೆ,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9543465,77.5755649
6950412318,"Santhigiri Ayurveda and Siddha Hospital, Bengaluru Urban",,,,Bengaluru Urban,"No.2/2, ARS Mansion, New Mico Factory Road, Opposite GovernmentHigh School, Adugodi",,,,560030,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,communication@santhigiriashram.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://www.santhigiriashram.org/,,,,,12.9439008,77.6065864
7138493193,Kalawati Saran Children's Hospital,,,,New Delhi,"C- 604, Connaught Circus, DIZ Area, Connaught Place, New Delhi",,,,110001,Delhi,,,,,,hospital,,,,,2026-03-12,,,,,,,,011 2334 4147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6357652,77.2110664
7138493196,Maulana Azad Institute of Dental Sciences,,,,Central,"Bahadur Shah Zafar Marg, New Delhi",,,,110002,Delhi,,,,,,hospital,,,,,2026-03-20,,,,,,,,1123239279,,,,,,,,,hospital,,,,,,,,,,,,Q196617,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6371532,77.236999
7138493205,Charak Palika Hospital NDMC,,,,New Delhi,"Main Road, North-West Moti-Bagh, Near Begumjadi Market",,,,110021,Delhi,,,,,,hospital,,,,,2026-03-20,,,,,,,,011-24156218,,100-500 Bedded Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.5853147,77.1770243
7138493258,Central Hospital (Northern Railways),,,,New Delhi,"Basant Lane, Paharganj, Connaught Place",,,,110055,Delhi,,,,,,hospital,,,,,2026-03-14,,,,,,,,011- 2334 4092,,100-500 Bedded Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6365867,77.2173905
7138534287,Lady Hardinge Medical College & Associated Hospitals,,,,Central,"C-604, Shaheed Bhagat Singh Road, Diz Area, Connaught Place, New Delhi",,,,110001,Delhi,,,,,,hospital,,,,,2026-03-14,,,,,,serologyhailhmc@gmail.com,9868961269,1123363728,,,,,,,,,hospital,,,,,,,,,,,,Q4020403,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.634138,77.212909
7138534296,Free Maternity & Child Welfare Centeri,,,,Central,"MCW Center, 1st floor, Opposite Hamdard Dawa khana, Hauz Quzi, Lal Kuan",,,3870,110006,Delhi,Sarak Prem Narain,,,,,hospital,,,,,2024-06-17,,,,,,,,+91 23272611,,M&CW Center,,,,,,,birthing_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6472649,77.2308534
7138534302,Sunder Lal Jain Eye Hospital,,,,Central,"Motia Khan, Sadar Thana Road, Motia Khan, Nabi Karim Paharganj",,,,110055,Delhi,,,,,,hospital,,,,,2026-03-20,,,,,,,,1123671231,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6495013,77.2098206
7138534310,Kasturba Hospital,,,,Central,"Kasturba Hospital Marg, Kasturba Marg, Near Jama Masjid, Daryaganj, Urdu Bazar, Daryaganj",,,,110006,Delhi,,,,,,hospital,,,,,,,,,,,,,23275023,,>500 Bedded Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,Q50517763,,,28.649831,77.2359282
7138534340,NGO Lok Kalyan Samiti,,,,Central,"Sucheta Bhawan (Near ITO), Vishnu Digamber Marg, ITO,Vikram Nagar",,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,23235505,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.629808,77.2387009
7138534364,Dr. N. C. Joshi Memorial Hospital,,,,Central,"Opposite Ajmal Khan Park, East Park Road, Karol Bagh",,,,110005,Delhi,,,,,,hospital,,,,,2026-03-20,,,,,,,,011-2362 2498,,Sub-District Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6529654,77.1994853
7138534368,Mohan Eye Institute,,,,Central,"11-B, Ganga Ram Hospital Marg, Karol Bagh",,,,110060,Delhi,,,,,,hospital,,,,,,,,,,,,,1125787655,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6431266,77.1906871
7138534372,Navjoyti Eye Centre,,,,Central,"90, opposite Hindi Park, Daryaganj",,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,23280018,,<100 Bedded Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6435226,77.2424612
7138534392,Sharma Medical Center,,,,Central,"B-112, Sardar Thana Rd, Daya Basti, Motia Khan",,,,110035,Delhi,,,,,,hospital,,,,,2026-03-20,,,,,,,,011-23651395,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6494565,77.209831
7138534435,Neera Eye Centre,,,,Central,"92-B, opposite Commercial School, Bharat Ram Rd, Daryaganj",,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,1123270775,,<100 Bedded Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.6424432,77.2427645
7138632176,Manav Medicare Centre,,,,South East,"E-11, Defence Colony, South Extension Part-1",,,,110049,Delhi,,,,,,hospital,,,,,,,,,,,,,011 2469 0655,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.5706874,77.2199599
7138632241,MCW Sewa Nagar,,,,South East,"SEWANAGAR, Jamia Miliia Islamia University Area",,,,110003,Delhi,,,,,,hospital,,,,,,,,,,,,,,,M&CW Center,,,,,,,centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.577053,77.226043
7181684162,Siva E N T Hospital,,,,Chennai,"136 (295), Triplicane High Road",,,,600005,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0619796,80.2741693
7181711080,"Vinayagam Laser Hospital, Chennai",,,,Chennai,"194, Old No 289, Lloyd's Road, Avvai Sanmugam Salai, Royapettah",,,,600014,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0476113,80.2650954
7181721033,"Dr Agarwals Eye Hospital, Triplicane",,,,Chennai,"No: 290, Triplicane High Road, Triplicane",,,,600014,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0524884,80.2736449
7181722911,"Dr.Agarwal's Eye Hospital Ltd., Gopala Puram",,,,Chennai,"No-19, Cathedral Road",,,,600086,Tamil Nadu,,Gopala Puram,,,,hospital,,,,,,,,,,,,,,,,,dragarwal@vsnl.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Agarwal's Eye Hospital,,private,Q17052044,,,,,,OpenGovernmentData,,,node,,https://www.dragarwal.com/,,,,,13.0432085,80.259169
7202935829,K.C. General Hospital,,,,Chitradurga,"K.C. General Hospital, Srirampura",,,,560003,Karnataka,,Hosdurga,,,,hospital,,,,,,,,,,,,,08199-242555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.993382,77.5694167
7252333314,Govt Kilpauk Medical College Hospital,Chennai Zone Xi,,,Chennai,"822, Poonamallee High Rd, Near Ega Theatre, Kilpauk, Chennai",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.07832,80.243753
7252333318,Rasi Hospital,Chennai Zone I,,,Chennai,"Near Washermanpet Post Office, Oldwashermanpet, Thiruvottiyur High Road",,,,600021,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.12038,80.285818
7252333320,Government Maternity And Child Hospital,Chennai Zone Vi,,,Chennai,"United India Nagar, Ayanavaram",,,,600023,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0991743,80.2301988
7252333330,Shifa Hospital And Reasearch Centre,Chennai Zone Ix,,,Chennai,"Near Star Theatre, Triplicane, Quaide-Millah High Road",,,,600005,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.061988,80.2745135
7252333337,Govt. Stanley Hospital,Chennai Zone Xi,,,Chennai,"Mint, Royapuram, Osh Road",,,,600001,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.10618,80.286804
7252333354,Government Unani Hospital,,,,Chennai,"E Kal Mandapam Rd, Panaimarathotti, Pudumani Kuppam, Royapuram, Chennai",,,,600013,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1129012,80.2957982
7252333356,Meenakshi Hospital & Childrens Hospital,Chennai Zone Ix,,,Chennai,"103-109, Near Valluvarkottam, Nungambakkam, Valluvarkottam High Road",,,,600034,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0586646,80.2428501
7252333371,Hiba Hospital,Chennai Zone Ix,,,Chennai,"New No: 53/25, Near L.V. Bank, Triplicane, Big Street",,,,600005,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0616195,80.275793
7252333372,A.R.A Hospital For Women,Chennai Zone Ix,,,Chennai,"Muthiah Street, Dr. Natesan Road, Ice House, Mirsahibpet, Royapettah",,,,600005,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0508818,80.2735131
7252333378,Dr. Rai Memorial Medical Centre,Chennai Zone Ix,,,Chennai,"No. 562, Century Plaza, Anna Salai, Teynampet, Opp.Hyatt Regency, Chennai;Century Plaza Anna Salai Teynampet",,,,600018,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.044837,80.2475507
7252333381,Seven Wells Hospital,Chennai Zone V,,,Chennai,"Near Seven Wells Police Station, Seven Wells, Amman Koil Street,Chennai-1",,,,600001,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0993782,80.2825418
7252333383,Government Hospital,Chennai Zone Xi,,,Chennai,"Pudupet, Komaleeswaranpet, Egmore, Chennai",,,,600002,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.068807,80.2672078
7252333389,Chennai Corporation Hospital,Chennai Zone V,,,Chennai,"Near old washermanpet post office, Royapuram, Solaiappar Street",,,,600021,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1142928,80.2844517
7252333394,Seethapathy clinic & Hospital,Chennai Zone Ix,,,Chennai,"128/241, (Opp) To Provident Fund Office, Royapettah",,,,600014,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,Q61932788,,,13.0487028,80.2645448
7252333397,Sakthi Hospital &Reasearch Centre Helath Care Organization,Chennai Zone Ix,,,Chennai,"No: 175, Near Indian Bank, Triplicane, Big Street",,,,600005,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0572714,80.2757357
7252333407,Chennai Corporation Hospital,Chennai Zone Vi,,,Chennai,"Purasaiwalkaam, Kariyappa Street",,,,600007,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0887,80.256712
7252333409,Triplicane Government Hospital,Chennai Zone Ix,,,Chennai,"Near V.House Bus Stop, Icce Hpuse, Dr.Bescent Road",,,,600005,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.060986,80.2747981
7255706468,SIMS Hospital,,,,Chennai,"Tirumurthy Nagar, Nungambakkam, Chennai",,,,600034,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,13.0561828,80.2478331
7544955437,Sabharwal Hospital,,,,Central Delhi,"2911B, Sir Syed Ahmed Road, Behind Golcha Cinema, Kucha Chalan, Daryaganj",,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,28.6443841,77.2385497
7544955441,Dehli Hospital,,,,Central Delhi,"Ansari Road, Part 1, Near Cambridge School, Daryaganj",,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,28.6418873,77.2450734
7544955507,Sanjeevan Hospital,,,,Central Delhi,"24, Ansari Road, Daryaganj",,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,28.6412816,77.2429413
7544955510,Jeewan Hospital,,,,Central Delhi,"2-B, Pusa Road, Near Karol Bagh Metro Station",,,,110005,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,28.643625,77.188255
7544955523,Khadija National Hospital,,,,Central Delhi,"3123, Behind Golcha Cinema, Sir Syed Ahmed Road, Daryaganj",,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,28.6437984,77.2381596
7572526710,Sai Baba Hospital,,,,Bengaluru Urban,"Someshvarapura Layout, Jogupalya, Bengaluru",,,,560008,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ಸಾಯಿಬಾಬ ಆಸ್ಪತ್ರೆ,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9698194,77.6317472
7572526752,G.R. Hospital,,,,Bengaluru Urban,"Rajajinagar, Bengaluru",,,,560010,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9802303,77.5548818
7572526762,Abhinav Hospital,,,,Bengaluru Urban,"Rajajinagar, Bengaluru",,,,560023,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9757486,77.553782
7572526767,ESIC Hospital,,,,Bengaluru Urban,"Someshvarapura Layout, Jogupalya, Bengaluru",,,,560008,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9693009,77.6317545
7576958028,Unani Hospital,,,,Bengaluru Urban,"Near Jamia Masjid, NR Road, Bengaluru",,,,560002,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9633185,77.5790145
7576958032,Rahul Maternity & Child Health Centre,,,,Bengaluru Urban,"Austin Town, Neelasandra, Bengaluru",,,,560047,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9596227,77.6146819
7576958033,Bangaluru Unani Hospital,,,,Bengaluru Urban,"Basavanagudi, Bengaluru",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9405198,77.5794387
7576958037,Medcare Hospital,,,,Bengaluru Urban,"S.S. Temple Street, V V Puram, Bengaluru",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.953049,77.574203
7576958039,Sumanjara Hospital,,,,Bengaluru Urban,"50 Feet Road, Basavanagadi, Banashankari, Bengaluru",,,,560019,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9417439,77.5601782
7576958043,Corporation Hospital,,,,Bengaluru Urban,"Mahaveer Arcade, Sirsi Road, Chamrajpet, Bengaluru",,,,560018,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.961345,77.560893
7576958045,Mitralaya Hospital,,,,Bengaluru Urban,"DVG Road, Gandhi Bazaar, Basavanagudi, Bengaluru",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.945591,77.5712865
7576958051,Apollo Specialty Hospital,,,,Bengaluru Urban,"Jaya Nagar East, Jayanagar, Bengaluru",,,,560011,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.936459,77.584422
7576958052,Government Hospital,,,,Bengaluru Urban,"Sirsi Road, Chamrajpet, Bengaluru",,,,560018,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ಚಾಮರಾಜಪೇಟೆ ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9609494,77.5613939
7576958061,"Government Hospital, Banglore",,,,Bengaluru Urban,"Ramachandra Agrahara, Azad Nagar, Bengaluru",,,,560026,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9587464,77.5573456
7576958062,Royan Maternity & Child Welfare Centre,,,,Bengaluru Urban,"Kamalanagar, Chamrajpet, Bengaluru",,,,560018,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.960311,77.568274
7576958064,Alisa Eye Hospital,,,,Bengaluru Urban,"Campbell Road, Bangalore",,,,560047,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9652304,77.6104334
7576958065,Shekhar Hospital,,,,Bengaluru Urban,"Bull Temple Road, Hanumanthnagar, Bengaluru",,,,560019,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.945944,77.567404
7576958066,Government Hospital,,,,Bengaluru Urban,"RK Mutt Layout, Kempegowda Nagar, Bengaluru",,,,,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.949104,77.563226
7576958068,Jeevini Sarvodaya Hospital,,,,Bengaluru Urban,"Hanumanthnagar, Banashankari, Bengaluru",,,,560019,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,12.9415883,77.5641917
